,Acc_superm,Acc_postof,Acc_parks_,Acc_jobs_t,Acc_hospit
4819,2,1,1,3422,0
4820,13,3,13,46028,1
4821,10,3,23,27876,1
4822,1,0,3,960,0
4823,9,3,21,17122,0
4824,11,1,17,54114,1
4825,13,3,22,27924,0
4826,13,4,25,28164,0
4827,0,0,0,5838,0
4828,10,3,20,131838,1
4829,9,1,8,7923,0
4830,25,9,68,236693,4
4831,0,0,1,695,0
4832,1,0,3,2607,0
4833,1,0,0,10512,0
4834,6,2,10,23917,1
4835,10,3,15,17185,0
4836,6,4,8,13127,0
4837,27,5,39,36721,2
4838,8,2,14,7538,0
4839,3,2,5,17412,0
4840,3,1,0,28442,0
4841,56,7,60,135569,2
4842,38,5,53,33443,2
4843,8,1,7,15088,0
4844,65,7,56,192682,2
4845,0,0,0,190,0
4846,8,0,1,1679,1
4847,3,1,8,4871,1
4848,0,0,0,11,0
4849,5,1,9,4308,0
4850,0,0,4,964,0
4851,35,6,65,91948,0
4852,5,1,12,12254,1
4853,21,3,38,37596,1
4854,6,1,7,3186,0
4855,11,3,20,70709,3
4856,10,2,16,6770,0
4857,6,1,15,13912,1
4858,9,2,9,9392,1
4859,10,5,19,39696,1
4860,15,3,21,32650,2
4861,9,1,6,12044,1
4862,4,0,2,5291,0
4863,27,3,13,22208,1
4864,8,3,18,16667,1
4865,4,2,10,3744,0
4866,9,3,22,14888,0
4867,0,0,4,19609,0
4868,0,0,1,361,0
4869,1,0,2,1818,0
4870,9,2,13,8891,0
4871,2,1,8,6003,0
4872,2,1,5,2332,0
4873,9,2,12,13694,0
4874,3,2,0,32293,0
4875,39,7,18,39231,3
4876,1,0,4,2926,1
4877,8,1,8,15849,0
4878,5,2,7,35132,1
4879,15,2,12,26115,1
4880,1,1,3,56453,0
4881,17,2,17,20231,2
4882,7,2,25,19302,0
4883,6,2,15,8493,0
4884,2,1,2,54827,0
4885,0,0,2,519,0
4886,11,1,10,3776,0
4887,7,2,31,55473,2
4888,7,1,15,5284,0
4889,3,0,5,3991,0
4890,4,3,25,36464,1
4891,7,1,11,8253,1
4892,10,1,8,13155,0
4893,1,0,3,2467,0
4894,20,6,32,41330,0
4895,21,5,37,34511,1
4896,38,3,16,32479,2
4897,16,8,39,56811,1
4898,9,2,10,28371,1
4899,17,6,14,39690,1
4900,0,0,1,1942,0
4901,40,3,40,41091,2
4902,19,3,27,16452,0
4903,1,0,2,688,0
4904,1,0,2,6993,0
4905,19,4,31,29655,0
4906,16,6,33,71582,1
4907,16,1,23,14236,1
4908,3,0,2,1544,0
4909,11,1,5,8160,1
4910,62,4,57,136556,2
4911,8,4,18,19189,1
4912,1,0,2,12840,0
4913,0,0,5,987,0
4914,5,1,4,45322,0
4915,0,1,2,560,0
4916,2,0,7,2234,0
4917,1,0,2,12840,0
4918,0,0,0,0,0
4919,2,1,14,8426,0
4920,19,5,24,44651,2
4921,2,1,13,8614,0
4922,4,2,15,29547,0
4923,18,3,12,27777,1
4924,22,4,39,31646,0
4925,1,0,7,1589,0
4926,21,6,10,43610,1
4927,11,1,14,8428,0
4928,26,5,61,48915,0
4929,1,0,3,1264,0
4930,10,1,14,9153,0
4931,3,4,4,131012,0
4932,13,2,17,10549,0
4933,59,7,78,212539,2
4934,9,6,25,37721,1
4935,13,5,23,32457,1
4936,0,0,3,828,0
4937,6,2,9,12427,0
4938,0,0,3,1736,0
4939,25,4,26,25005,1
4940,3,1,20,30165,1
4941,10,4,11,32082,1
4942,28,2,25,34615,1
4943,3,1,6,6775,1
4944,9,1,11,8498,1
4945,35,5,55,177180,1
4946,12,3,11,13338,0
4947,18,3,10,29819,2
4948,10,3,13,31664,1
4949,15,5,34,80017,3
4950,0,0,5,579,0
4951,1,0,0,1319,0
4952,36,5,44,71718,1
4953,4,1,10,2668,0
4954,45,4,31,105688,1
4955,51,5,67,123973,2
4956,2,0,3,3739,0
4957,4,1,2,4708,0
4958,0,0,4,1668,0
4959,51,7,50,180633,1
4960,14,1,13,7520,0
4961,6,1,4,4384,0
4962,9,1,5,18143,0
4963,3,1,10,4481,0
4964,1,0,1,2392,0
4965,3,2,16,10813,0
4966,16,3,27,23991,1
4967,24,6,24,33835,1
4968,15,2,19,16075,1
4969,1,0,3,224,0
4970,11,1,16,19349,1
4971,0,0,2,4643,0
4972,2,0,2,1575,0
4973,3,5,2,113611,0
4974,8,2,13,14344,0
4975,0,0,4,1681,0
4976,6,0,11,4503,0
4977,19,3,40,33856,0
4978,48,7,52,185830,1
4979,6,0,5,9394,0
4980,34,5,15,35111,2
4981,15,4,39,70698,1
4982,11,3,13,66759,1
4983,19,3,28,28279,0
4984,0,0,2,624,0
4985,11,3,10,19437,0
4986,16,3,23,13351,0
4987,22,10,53,67245,1
4988,6,3,14,16907,1
4989,28,5,54,64772,0
4990,2,1,1,1199,0
4991,6,0,3,4468,0
4992,0,0,0,1691,0
4993,4,1,2,3502,0
4994,1,1,3,7357,0
4995,1,0,1,2958,0
4996,0,0,2,3883,0
4997,0,0,4,1356,0
4998,4,0,1,5067,0
4999,14,4,9,29623,2
5000,3,2,15,8213,0
5001,2,1,1,3051,0
5002,11,3,14,76978,0
5003,16,3,9,44873,1
5004,0,0,0,448,0
5005,0,0,2,469,0
5006,12,7,26,56828,2
5007,0,0,0,2,0
5008,9,4,17,53105,2
5009,1,1,4,1780,0
5010,16,2,20,13546,1
5011,27,5,44,56874,1
5012,5,0,7,2397,0
5013,4,1,2,3425,0
5014,9,1,9,17695,0
5015,4,0,5,3430,0
5016,1,0,2,7811,0
5017,5,3,15,14528,1
5018,28,4,35,20134,1
5019,4,1,7,6540,1
5020,13,3,4,21987,1
5021,2,0,5,18168,0
5022,5,1,12,12248,1
5023,0,0,0,31,0
5024,43,9,80,200427,2
5025,0,0,3,1744,1
5026,0,0,6,2778,1
5027,15,3,21,22258,0
5028,0,0,3,588,0
5029,27,5,42,37228,1
5030,2,0,0,582,0
5031,17,5,20,42306,2
5032,11,3,21,22315,0
5033,15,4,31,42719,1
5034,16,4,53,32371,0
5035,24,3,37,48087,0
5036,21,5,9,59936,0
5037,21,4,32,26017,1
5038,0,0,1,841,0
5039,1,0,1,472,0
5040,0,0,1,397,0
5041,23,4,22,49661,1
5042,21,4,21,13788,1
5043,10,3,20,39835,0
5044,16,1,20,9005,0
5045,4,3,24,35334,1
5046,0,0,0,48,0
5047,20,5,26,42584,1
5048,9,2,12,11339,0
5049,24,8,34,36838,2
5050,10,7,26,41330,1
5051,2,1,12,12986,1
5052,1,0,4,2826,1
5053,10,7,26,41330,1
5054,21,2,20,29149,1
5055,9,1,5,33097,0
5056,2,1,3,11018,0
5057,15,1,15,17093,1
5058,0,0,1,276,0
5059,11,3,21,26901,1
5060,19,4,18,25253,1
5061,1,0,1,2002,0
5062,11,4,21,23842,1
5063,1,0,3,2485,0
5064,12,3,22,63023,2
5065,8,2,33,57145,2
5066,4,1,4,45282,0
5067,8,2,7,39348,1
5068,26,6,45,45257,0
5069,1,1,5,3357,0
5070,10,3,27,17474,0
5071,37,6,59,54489,2
5072,18,2,10,30947,1
5073,13,4,25,26508,0
5074,7,2,8,5475,0
5075,13,2,8,24090,1
5076,0,0,2,5835,0
5077,20,6,55,83576,1
5078,50,4,53,126433,2
5079,26,3,39,40293,1
5080,22,4,42,49704,1
5081,13,1,9,14852,1
5082,7,1,6,13222,0
5083,14,4,11,20247,0
5084,15,2,7,15274,1
5085,1,0,2,7484,0
5086,6,0,13,4304,0
5087,11,1,16,14110,1
5088,5,1,3,6705,0
5089,12,4,45,38878,1
5090,2,0,1,1001,0
5091,7,1,6,9487,1
5092,18,4,31,29495,0
5093,0,0,2,1069,0
5094,2,1,17,10408,1
5095,0,0,1,663,0
5096,10,0,15,11303,0
5097,9,2,11,18749,1
5098,14,3,11,12673,0
5099,16,1,23,17908,0
5100,3,1,6,6940,0
5101,0,0,0,4388,0
5102,2,0,3,7427,0
5103,4,2,7,8863,0
5104,12,2,22,20698,0
5105,0,0,3,1361,0
5106,8,2,15,13262,0
5107,8,2,9,15762,1
5108,10,1,9,12723,1
5109,24,7,20,63421,2
5110,10,3,22,16780,0
5111,4,0,5,46581,0
5112,10,3,15,41397,1
5113,34,7,34,75413,1
5114,44,5,26,67697,1
5115,32,4,29,43866,1
5116,0,0,0,8,0
5117,11,1,12,38660,1
5118,16,2,8,29964,1
5119,35,10,32,80607,1
5120,4,2,14,9394,0
5121,17,4,28,39061,1
5122,43,2,44,37872,2
5123,18,4,12,21784,0
5124,0,1,1,413,0
5125,16,5,65,60310,1
5126,14,3,11,16210,0
5127,23,4,39,34252,0
5128,12,4,16,23360,1
5129,15,6,47,69163,1
5130,9,3,22,14859,0
5131,9,4,19,20076,1
5132,0,0,3,824,0
5133,6,3,13,16800,1
5134,16,6,66,71655,1
5135,13,4,36,57106,1
5136,35,5,57,45723,1
5137,27,6,13,69135,1
5138,6,2,11,4989,0
5139,1,4,2,102461,0
5140,5,2,14,14019,0
5141,13,2,11,24166,2
5142,0,0,4,461,0
5143,18,4,39,47019,1
5144,17,4,36,46839,1
5145,2,1,8,3481,1
5146,6,2,12,6625,0
5147,24,3,26,23160,0
5148,0,0,0,786,0
5149,18,2,12,24050,2
5150,10,4,20,35988,2
5151,30,4,22,43918,1
5152,3,0,6,12211,0
5153,0,0,2,2228,0
5154,4,0,7,2717,0
5155,6,1,6,3028,0
5156,6,1,10,7787,1
5157,9,2,7,24798,0
5158,6,3,20,16396,1
5159,15,5,19,25234,1
5160,5,1,11,5941,1
5161,13,8,45,46196,1
5162,21,8,50,169850,4
5163,13,2,9,25157,1
5164,23,6,44,38833,0
5165,4,1,6,73299,0
5166,14,5,19,47939,0
5167,12,3,19,17986,1
5168,3,2,2,55788,0
5169,15,4,15,24128,0
5170,15,3,30,36014,0
5171,14,4,13,33972,0
5172,12,4,23,29434,1
5173,0,0,1,201,0
5174,0,0,2,682,0
5175,26,2,39,40264,1
5176,9,3,16,15625,1
5177,0,0,2,562,0
5178,44,9,43,114610,2
5179,36,5,64,217028,1
5180,3,1,6,3521,0
5181,8,2,7,9616,0
5182,7,2,6,40980,1
5183,13,4,17,25993,1
5184,0,1,2,7794,0
5185,0,0,0,240,0
5186,37,5,36,168361,2
5187,44,6,58,188247,1
5188,7,3,33,57758,1
5189,12,2,35,70831,1
5190,3,0,5,76510,0
5191,7,1,7,11494,0
5192,0,1,3,1367,0
5193,15,3,8,20500,2
5194,16,3,10,21556,1
5195,10,3,14,13892,1
5196,4,1,8,3401,0
5197,3,1,7,15149,0
5198,0,0,0,0,0
5199,11,2,14,47818,0
5200,0,0,0,2198,1
5201,10,3,12,31126,1
5202,0,0,0,4017,0
5203,26,3,16,48390,2
5204,6,4,16,14937,1
5205,13,3,25,25155,1
5206,0,0,2,10563,0
5207,13,4,32,77316,3
5208,27,4,13,35179,2
5209,16,5,9,77457,0
5210,8,1,9,6595,0
5211,14,2,11,23989,1
5212,4,1,5,10937,0
5213,56,4,58,120674,2
5214,4,0,7,2755,0
5215,1,1,5,1595,0
5216,0,0,0,2354,0
5217,12,5,17,43942,1
5218,1,0,4,3460,1
5219,24,5,18,32645,2
5220,11,6,20,42343,1
5221,0,0,3,214,0
5222,5,0,5,41531,0
5223,15,4,10,20730,0
5224,13,5,25,29452,1
5225,6,1,6,3554,0
5226,11,4,12,26637,2
5227,8,1,5,7251,1
5228,18,6,25,28180,1
5229,7,1,4,22462,1
5230,1,1,9,10975,1
5231,0,0,2,727,0
5232,3,1,2,2102,0
5233,4,1,6,6382,0
5234,8,6,21,38542,1
5235,3,0,3,1723,0
5236,10,3,16,41773,1
5237,2,0,0,2477,1
5238,0,0,0,0,0
5239,7,3,7,20939,1
5240,2,2,30,25441,1
5241,60,4,60,125795,2
5242,7,1,10,34086,1
5243,8,0,14,8959,0
5244,52,3,49,124925,2
5245,36,6,52,42330,2
5246,28,6,19,99020,1
5247,14,3,7,19014,2
5248,0,0,0,1350,0
5249,12,1,13,9308,1
5250,18,2,9,30811,1
5251,0,0,0,8,0
5252,2,0,3,885,0
5253,0,0,0,6178,0
5254,3,3,9,14459,0
5255,4,1,8,2807,0
5256,23,10,11,90032,1
5257,16,4,22,22351,1
5258,11,4,44,86438,3
5259,29,5,19,31934,2
5260,14,4,21,22372,0
5261,18,1,23,23662,1
5262,5,2,8,20243,1
5263,9,1,7,8070,1
5264,7,4,14,24945,1
5265,4,1,2,3596,0
5266,29,5,38,28427,2
5267,13,3,11,14881,0
5268,8,1,8,16331,0
5269,4,0,5,2158,0
5270,0,0,6,953,0
5271,1,0,5,2935,1
5272,0,0,1,9070,0
5273,0,0,0,4038,0
5274,31,4,23,112950,0
5275,1,0,7,1521,0
5276,10,2,16,13612,0
5277,14,4,36,69852,1
5278,6,0,11,4422,0
5279,20,2,29,27419,1
5280,5,1,11,7151,1
5281,5,1,2,5631,1
5282,14,2,26,21914,0
5283,0,0,0,190,0
5284,11,2,11,9078,0
5285,2,0,4,4372,1
5286,0,0,0,42,0
5287,8,4,15,40725,1
5288,1,0,0,1524,0
5289,5,0,1,2478,0
5290,12,4,21,24359,1
5291,6,1,6,3028,0
5292,26,3,40,140948,1
5293,37,7,24,100792,1
5294,7,1,5,6634,1
5295,47,5,28,136769,1
5296,0,0,1,439,0
5297,4,2,18,34464,0
5298,0,0,0,0,0
5299,5,0,8,3323,0
5300,1,0,3,1333,0
5301,9,3,8,12762,1
5302,56,8,45,187280,1
5303,17,4,31,27083,0
5304,11,2,19,17792,1
5305,0,0,7,2164,0
5306,0,0,0,269,0
5307,6,0,12,4336,0
5308,8,3,34,57628,2
5309,55,4,53,128330,2
5310,0,0,2,273,0
5311,31,3,19,30909,1
5312,4,1,13,38674,0
5313,1,0,2,1808,0
5314,0,0,0,438,0
5315,2,4,6,88512,0
5316,22,2,14,38460,2
5317,23,5,43,35032,0
5318,9,4,20,19861,1
5319,7,3,26,20383,0
5320,18,3,15,72397,0
5321,14,2,9,22433,1
5322,14,6,34,42746,1
5323,7,0,5,7691,0
5324,4,0,8,2528,0
5325,10,1,14,13419,0
5326,0,0,0,0,0
5327,13,4,26,22954,1
5328,13,5,14,34392,2
5329,55,6,40,170942,1
5330,35,9,32,79849,1
5331,26,4,21,45990,1
5332,46,6,38,59541,2
5333,3,0,5,77454,0
5334,0,0,0,6094,0
5335,10,3,11,13504,1
5336,8,1,9,7044,0
5337,20,6,22,61131,1
5338,1,2,2,8544,0
5339,24,2,7,21107,1
5340,17,4,13,28477,1
5341,23,3,14,35765,2
5342,6,4,4,132894,0
5343,1,0,0,2437,1
5344,0,0,0,48,0
5345,6,1,4,5504,0
5346,0,0,5,1854,0
5347,15,2,12,26118,1
5348,6,4,19,16422,1
5349,0,0,0,126,0
5350,7,2,11,12031,0
5351,14,2,7,12861,1
5352,24,7,51,108364,2
5353,0,0,3,756,0
5354,0,1,3,980,0
5355,14,1,21,10152,0
5356,31,5,36,31876,1
5357,11,2,11,13491,1
5358,17,7,45,78306,3
5359,4,2,8,8665,0
5360,0,0,5,1044,0
5361,53,6,77,97402,2
5362,26,5,44,59122,2
5363,4,0,2,5185,0
5364,0,0,2,334,0
5365,36,5,21,35731,1
5366,39,7,39,85597,1
5367,14,4,15,35961,0
5368,25,4,15,34641,1
5369,8,4,33,36882,1
5370,1,0,3,2540,0
5371,6,3,15,12674,1
5372,4,0,2,5187,0
5373,23,1,17,30619,1
5374,8,1,5,14264,0
5375,16,1,22,60213,1
5376,0,0,0,4974,0
5377,34,5,53,39416,2
5378,7,3,8,43138,1
5379,33,4,42,33708,3
5380,11,1,6,10385,0
5381,8,1,8,16089,0
5382,13,2,3,12720,1
5383,1,1,8,3219,0
5384,0,0,0,7975,0
5385,15,3,9,20807,1
5386,5,0,9,3749,0
5387,12,1,15,14946,0
5388,19,9,40,56938,1
5389,0,0,5,429,0
5390,4,1,20,12162,1
5391,28,5,18,37967,2
5392,1,0,2,7442,0
5393,0,0,1,160,0
5394,13,2,26,21598,0
5395,8,1,6,24574,1
5396,45,6,66,94888,2
5397,22,5,39,31938,1
5398,2,0,4,4291,1
5399,10,3,19,67044,3
5400,32,5,53,41900,1
5401,0,1,2,683,0
5402,7,1,13,10011,0
5403,1,0,1,1293,0
5404,0,0,2,984,0
5405,24,7,12,84547,1
5406,11,4,29,26086,0
5407,17,3,31,17518,1
5408,11,4,22,22055,1
5409,6,1,4,6849,0
5410,14,5,28,26460,1
5411,1,0,0,5382,0
5412,12,3,18,19322,0
5413,6,1,5,27610,0
5414,22,3,33,34876,0
5415,4,0,4,20680,0
5416,5,4,11,24080,1
5417,5,1,2,5726,1
5418,4,0,2,1690,0
5419,2,1,5,2169,0
5420,8,1,8,7412,0
5421,32,5,23,44717,1
5422,12,4,17,46559,1
5423,13,1,16,7578,0
5424,2,0,1,349,0
5425,23,5,22,30840,2
5426,12,4,23,29434,1
5427,0,0,1,2865,0
5428,19,2,9,21489,1
5429,9,2,12,39488,0
5430,1,1,5,62185,0
5431,6,0,13,6622,0
5432,43,6,59,59829,2
5433,39,5,23,35650,1
5434,2,2,9,12152,1
5435,2,0,1,1596,0
5436,0,0,3,841,0
5437,0,0,0,26,0
5438,9,1,9,6047,0
5439,10,2,22,20640,0
5440,7,2,13,7500,0
5441,16,3,22,27277,0
5442,49,3,52,124455,2
5443,0,0,4,451,0
5444,1,0,2,441,0
5445,2,1,1,3308,0
5446,16,8,48,180122,2
5447,23,3,21,48629,1
5448,0,0,5,481,0
5449,24,8,51,109879,2
5450,8,1,10,3471,0
5451,3,2,17,11822,1
5452,13,2,17,9067,0
5453,11,7,32,61331,4
5454,24,6,46,40159,0
5455,2,0,2,1169,0
5456,1,0,11,2858,0
5457,7,0,8,4362,0
5458,13,2,15,50547,0
5459,38,6,17,42925,2
5460,6,4,21,27600,1
5461,0,0,1,726,0
5462,19,3,14,22711,2
5463,4,3,19,27871,0
5464,2,1,2,1264,0
5465,4,0,1,3835,1
5466,2,0,5,2042,0
5467,1,0,1,1100,0
5468,14,4,18,28019,1
5469,25,5,40,21757,1
5470,1,0,2,524,0
5471,15,4,15,23827,0
5472,21,5,20,34150,1
5473,5,0,4,4017,0
5474,31,3,28,37712,1
5475,13,2,8,22060,1
5476,4,0,5,2157,0
5477,16,4,21,32777,2
5478,7,0,8,4308,0
5479,3,2,0,35697,0
5480,35,4,29,43821,1
5481,0,0,0,610,0
5482,5,2,4,15816,0
5483,4,1,2,3496,0
5484,5,1,9,8651,1
5485,10,3,26,18767,0
5486,11,2,17,14309,0
5487,10,2,13,12599,1
5488,14,1,16,9791,1
5489,7,1,4,6240,0
5490,4,2,20,35659,0
5491,0,3,3,90565,0
5492,1,1,6,63266,0
5493,65,9,90,211234,4
5494,3,0,10,3059,0
5495,17,3,25,29036,0
5496,1,0,10,2505,0
5497,5,1,13,35604,1
5498,16,4,21,39216,2
5499,0,0,7,2362,0
5500,25,5,37,33149,0
5501,9,4,21,14481,0
5502,4,1,4,5795,0
5503,23,6,27,48604,2
5504,18,8,18,67801,1
5505,51,6,71,97646,2
5506,13,1,10,20457,0
5507,0,0,0,289,0
5508,12,2,23,20869,1
5509,1,0,0,1515,1
5510,1,0,2,1530,0
5511,16,5,28,60873,2
5512,1,1,10,12727,1
5513,5,1,12,12254,1
5514,0,0,4,799,0
5515,6,2,13,11324,1
5516,12,3,19,18014,1
5517,6,3,9,20643,0
5518,0,0,2,382,0
5519,1,0,10,2505,0
5520,10,4,15,41942,0
5521,0,0,13,2286,0
5522,14,4,17,22356,1
5523,2,4,5,78007,0
5524,15,5,26,39495,1
5525,5,1,1,22911,0
5526,0,0,0,0,0
5527,0,0,2,439,0
5528,0,0,0,75,0
5529,13,1,10,14820,1
5530,16,5,21,34674,2
5531,0,0,0,2620,0
5532,14,4,38,70110,1
5533,7,2,10,17356,1
5534,3,0,5,30089,0
5535,5,0,7,2562,0
5536,0,0,0,0,0
5537,55,3,48,119578,2
5538,2,1,3,1918,0
5539,7,1,12,12520,0
5540,0,0,4,429,0
5541,6,2,9,30863,2
5542,13,4,37,24594,1
5543,14,4,21,19799,1
5544,1,0,2,716,0
5545,8,1,5,15644,0
5546,40,9,37,90848,2
5547,4,1,9,5311,0
5548,7,2,4,14207,0
5549,3,0,3,2721,1
5550,17,8,32,91326,3
5551,0,0,2,433,0
5552,7,1,12,11423,0
5553,2,1,8,2356,0
5554,18,3,12,24823,2
5555,14,3,10,13785,1
5556,11,3,13,16984,1
5557,7,2,6,11623,0
5558,20,3,20,42627,1
5559,26,3,10,20154,1
5560,11,1,16,15473,1
5561,2,1,14,7995,0
5562,9,2,9,11070,1
5563,5,1,11,4839,0
5564,4,0,6,14549,0
5565,12,6,23,42230,2
5566,7,2,14,7753,0
5567,22,6,29,33441,1
5568,7,2,9,14561,0
5569,0,0,1,662,0
5570,1,2,4,78003,0
5571,2,1,7,10131,1
5572,6,1,8,7585,1
5573,5,2,28,51449,1
5574,11,3,23,19238,1
5575,8,3,13,7802,0
5576,10,4,10,21947,1
5577,31,7,51,57176,0
5578,8,1,8,15800,0
5579,27,9,55,216825,4
5580,0,0,0,1363,0
5581,1,1,6,1903,0
5582,17,2,21,13873,1
5583,11,3,25,20484,1
5584,3,0,9,3005,0
5585,4,1,7,3340,0
5586,15,7,34,66505,4
5587,6,1,7,6311,1
5588,4,1,15,7112,0
5589,12,3,20,18374,1
5590,15,1,19,13170,1
5591,2,1,0,3109,0
5592,9,2,8,17056,1
5593,1,1,5,9907,1
5594,33,5,59,84653,2
5595,28,6,21,66869,1
5596,6,1,14,6491,0
5597,13,4,20,74900,2
5598,27,4,54,63782,1
5599,9,2,10,16725,0
5600,3,2,3,8057,0
5601,5,1,6,68898,0
5602,14,5,14,35193,2
5603,1,0,1,13577,0
5604,0,0,3,7959,1
5605,16,2,10,30326,2
5606,5,2,13,8189,0
5607,7,1,6,21347,0
5608,0,0,0,1,0
5609,3,1,4,85129,0
5610,23,6,19,80309,1
5611,9,1,9,17704,0
5612,0,0,0,7,0
5613,58,6,49,198520,1
5614,10,2,13,13258,1
5615,4,0,4,32880,0
5616,14,2,24,76465,2
5617,5,0,2,1946,0
5618,5,0,11,4315,0
5619,0,0,1,3872,0
5620,6,3,18,14695,1
5621,21,4,42,47161,1
5622,5,1,3,4396,1
5623,22,3,53,44061,0
5624,11,2,6,13241,1
5625,0,0,2,655,0
5626,12,4,17,73942,2
5627,42,5,58,89119,2
5628,15,4,27,31707,0
5629,26,4,15,44702,2
5630,0,0,0,1610,0
5631,3,0,5,6136,0
5632,8,1,6,25275,1
5633,15,2,8,29746,2
5634,23,5,45,44629,0
5635,0,0,3,600,0
5636,21,6,33,35259,1
5637,0,0,1,247,0
5638,29,7,23,83633,2
5639,8,2,15,12472,0
5640,4,1,7,3724,0
5641,8,1,10,15605,1
5642,6,0,9,5805,1
5643,25,4,29,26315,1
5644,8,1,6,24617,1
5645,49,7,34,140152,1
5646,6,2,5,26384,0
5647,42,4,32,56808,2
5648,27,5,46,42602,2
5649,3,1,5,15049,0
5650,5,2,2,64955,0
5651,24,4,21,42040,1
5652,10,2,17,40181,2
5653,24,5,61,46849,0
5654,5,1,10,4350,0
5655,6,2,1,55561,0
5656,10,2,17,33513,1
5657,26,10,13,84405,1
5658,10,1,9,35355,1
5659,16,8,52,160731,3
5660,12,4,25,28281,0
5661,0,0,0,139,0
5662,3,1,5,46191,0
5663,19,4,22,43732,2
5664,0,0,0,14425,0
5665,3,1,17,11897,0
5666,24,4,32,24275,1
5667,6,1,5,8790,1
5668,7,1,5,14186,0
5669,7,2,21,17141,0
5670,6,3,18,18782,1
5671,14,3,21,21445,0
5672,32,6,20,39755,2
5673,46,5,59,130771,2
5674,24,4,21,59061,1
5675,22,4,39,31931,0
5676,15,5,25,35719,1
5677,1,0,3,15810,0
5678,1,3,4,99989,0
5679,4,3,12,14040,1
5680,0,0,0,0,0
5681,20,4,30,22759,1
5682,10,5,19,53620,3
5683,11,1,7,13773,1
5684,21,5,37,34715,1
5685,1,1,0,10735,0
5686,18,8,58,157947,4
5687,4,1,9,3487,0
5688,13,1,8,12550,0
5689,3,0,6,6201,0
5690,35,4,31,84219,1
5691,16,2,19,13512,1
5692,19,4,18,25761,1
5693,12,0,15,38687,0
5694,38,4,50,65590,2
5695,45,5,42,85853,2
5696,19,2,11,38852,2
5697,3,1,0,28454,0
5698,13,3,24,35878,1
5699,1,0,4,1486,0
5700,8,1,9,5814,0
5701,2,0,1,2557,0
5702,11,6,20,50337,2
5703,11,2,8,11881,1
5704,1,0,2,671,0
5705,18,4,31,20672,0
5706,4,0,10,3977,0
5707,4,0,9,2578,0
5708,18,3,12,24036,1
5709,4,1,2,3586,0
5710,12,3,18,15345,0
5711,3,1,16,17384,0
5712,1,0,4,4954,1
5713,16,2,14,38191,0
5714,5,2,10,38963,0
5715,9,3,5,21058,1
5716,6,0,4,33022,0
5717,6,3,17,30667,1
5718,12,5,24,56146,3
5719,3,0,3,42206,0
5720,0,0,2,695,0
5721,4,0,3,1393,0
5722,17,3,25,15434,1
5723,4,0,5,2483,0
5724,42,7,64,111600,2
5725,8,1,6,16062,0
5726,1,0,1,2625,0
5727,16,6,29,52104,1
5728,7,1,21,18666,0
5729,16,2,21,13655,1
5730,15,2,20,36854,0
5731,44,12,72,251754,5
5732,9,2,21,25228,1
5733,35,6,66,156180,2
5734,49,6,60,189085,2
5735,11,1,17,10841,1
5736,23,4,45,44830,0
5737,1,0,11,2858,0
5738,20,4,36,32494,0
5739,8,3,23,53922,2
5740,7,0,9,5788,0
5741,2,1,11,8023,0
5742,1,0,10,2569,0
5743,12,3,10,20513,0
5744,6,2,12,16239,0
5745,9,1,7,12306,1
5746,0,0,1,349,0
5747,4,2,18,30850,0
5748,91,9,88,252658,2
5749,15,7,60,155018,4
5750,2,0,4,1650,0
5751,11,3,10,12020,0
5752,9,3,19,111866,0
5753,4,2,3,7289,0
5754,50,7,47,179458,1
5755,1,1,7,10860,1
5756,14,1,19,12856,1
5757,8,3,12,7670,0
5758,11,6,21,60703,3
5759,11,3,17,18951,0
5760,18,2,20,63982,2
5761,17,2,8,27915,1
5762,9,4,18,11521,0
5763,22,10,48,170157,3
5764,24,2,25,27974,1
5765,1,1,6,10545,1
5766,9,4,46,30664,1
5767,4,0,7,7917,0
5768,10,1,13,12185,1
5769,1,0,1,444,0
5770,1,0,1,7345,0
5771,21,7,31,33526,0
5772,13,4,23,34150,1
5773,1,0,2,2685,0
5774,30,5,52,51880,0
5775,14,4,32,55444,1
5776,3,2,8,21489,1
5777,10,2,20,20350,0
5778,61,8,48,211224,1
5779,7,1,7,11288,1
5780,4,3,15,11906,1
5781,3,0,5,2797,0
5782,10,2,17,26479,1
5783,26,4,15,33787,2
5784,1,0,6,2138,0
5785,12,1,13,9309,1
5786,12,2,10,14049,1
5787,18,2,12,31093,1
5788,0,0,0,5575,0
5789,6,2,10,10196,0
5790,2,2,1,38520,0
5791,12,4,45,38873,1
5792,6,0,5,41648,0
5793,4,1,2,33886,0
5794,0,0,0,161,0
5795,5,1,8,9276,0
5796,12,2,32,66923,1
5797,7,1,8,41165,0
5798,7,0,5,5087,0
5799,6,0,10,4225,0
5800,20,5,14,27219,0
5801,1,0,1,698,0
5802,6,0,11,4385,0
5803,0,0,2,515,0
5804,9,1,11,46407,2
5805,10,2,15,19927,1
5806,18,2,12,31203,1
5807,9,2,12,27644,1
5808,0,0,0,6232,0
5809,4,0,6,3055,0
5810,6,1,14,6491,0
5811,5,1,3,4398,1
5812,35,4,18,31246,0
5813,0,0,2,639,0
5814,15,3,20,31664,2
5815,2,1,3,2415,0
5816,8,1,5,13229,0
5817,31,6,56,41950,1
5818,2,0,3,792,0
5819,18,4,39,49173,1
5820,9,1,10,5102,1
5821,1,0,1,1015,0
