,Acc_superm,Acc_postof,Acc_parks_,Acc_jobs_t,Acc_hospit
1074,5,2,7,13603,0
1075,10,3,11,40443,1
1076,1,0,2,4050,0
1077,0,0,1,105,0
1078,0,0,0,160,0
1079,4,0,6,2958,0
1080,0,0,2,342,0
1081,0,0,0,1517,0
1082,28,7,17,101361,1
1083,23,4,25,48433,1
1084,2,1,3,1949,0
1085,20,2,11,37240,2
1086,10,4,31,38637,1
1087,26,3,15,74026,1
1088,18,5,36,37465,1
1089,10,1,10,12838,1
1090,9,1,7,7402,1
1091,9,1,9,7713,0
1092,24,6,12,71212,1
1093,47,5,38,62513,1
1094,18,4,24,20073,1
1095,19,3,27,24071,1
1096,15,6,50,72785,1
1097,26,2,39,40257,1
1098,0,0,0,116,0
1099,5,2,2,78430,0
1100,10,1,17,25816,1
1101,19,3,40,35315,0
1102,10,3,13,41513,1
1103,17,4,12,32476,2
1104,6,0,14,6362,0
1105,8,1,6,11496,1
1106,10,1,14,23414,0
1107,4,1,17,31069,1
1108,17,3,12,25184,1
1109,21,5,34,28986,0
1110,17,6,9,55202,0
1111,13,4,28,24610,1
1112,10,3,23,27876,1
1113,38,10,34,84326,2
1114,59,10,71,219354,2
1115,8,2,4,10719,1
1116,0,0,0,987,0
1117,0,0,0,1552,0
1118,2,0,2,1695,0
1119,5,2,8,20509,1
1120,6,3,20,18816,1
1121,17,5,33,32147,1
1122,20,8,47,109918,4
1123,0,0,0,758,0
1124,18,3,10,29878,2
1125,3,1,3,16314,0
1126,21,8,32,70809,3
1127,9,3,25,58381,2
1128,3,1,2,5184,0
1129,10,1,15,10126,0
1130,14,1,18,8446,0
1131,30,5,19,81797,1
1132,7,1,10,4997,1
1133,1,1,3,1804,0
1134,2,1,9,4153,0
1135,2,1,2,4749,0
1136,21,2,10,13911,1
1137,0,0,4,1753,0
1138,2,1,3,2257,0
1139,25,3,24,32895,1
1140,26,5,51,44743,0
1141,14,7,32,68464,4
1142,16,1,20,9008,0
1143,28,6,45,39614,1
1144,22,10,46,174599,4
1145,14,5,30,30674,1
1146,21,4,31,24918,1
1147,3,1,14,12328,0
1148,8,1,11,6085,0
1149,13,8,51,47826,1
1150,43,5,34,118716,0
1151,4,2,35,12993,0
1152,26,4,47,39190,1
1153,19,3,31,26403,0
1154,23,5,41,36744,0
1155,8,3,9,24738,1
1156,0,0,5,286,0
1157,1,0,3,2906,1
1158,7,1,14,5869,0
1159,11,2,6,36978,0
1160,6,1,11,16640,0
1161,17,2,25,16714,1
1162,5,1,3,39677,0
1163,12,2,9,8945,0
1164,10,4,17,33034,1
1165,6,2,11,5576,0
1166,12,3,18,23312,0
1167,4,1,5,7163,1
1168,1,0,2,669,0
1169,0,0,1,669,0
1170,1,1,7,10863,1
1171,4,0,4,2987,1
1172,0,0,3,364,0
1173,7,1,24,18685,0
1174,2,1,10,4198,0
1175,4,1,12,23866,0
1176,5,1,6,76325,0
1177,2,1,3,2599,0
1178,29,4,30,50903,1
1179,0,1,2,7419,0
1180,6,2,4,15932,0
1181,8,3,8,50738,1
1182,5,1,3,3120,0
1183,12,3,27,18255,0
1184,31,3,19,33714,1
1185,12,5,62,55807,1
1186,0,0,3,80,0
1187,37,10,36,84547,2
1188,5,0,4,3422,1
1189,14,6,12,35098,2
1190,12,2,8,13168,1
1191,25,4,41,37928,0
1192,32,10,40,88913,4
1193,2,3,15,16273,1
1194,22,2,28,29583,1
1195,5,2,14,10564,0
1196,34,3,12,30162,2
1197,1,1,5,1024,0
1198,0,0,0,139,0
1199,1,0,1,506,0
1200,4,0,1,5067,0
1201,22,2,32,36754,1
1202,9,1,9,6519,0
1203,7,1,16,14775,1
1204,2,2,3,13498,0
1205,14,5,23,25568,1
1206,16,2,12,35761,0
1207,28,6,51,42000,0
1208,4,3,17,13609,1
1209,0,0,4,1068,0
1210,11,3,10,9730,0
1211,7,2,13,16228,0
1212,42,6,35,118931,0
1213,4,1,2,5461,0
1214,22,5,40,46290,0
1215,7,1,8,6827,1
1216,7,1,7,23407,0
1217,15,5,26,35344,0
1218,4,1,5,45297,0
1219,3,0,2,1100,0
1220,23,6,17,61951,1
1221,9,3,10,12309,0
1222,9,1,13,9742,1
1223,19,3,31,15983,1
1224,4,1,2,5564,0
1225,1,0,4,1133,0
1226,8,1,11,6093,0
1227,11,2,12,11727,1
1228,15,4,10,32165,2
1229,11,3,22,19443,1
1230,44,4,24,84951,0
1231,4,3,28,43637,2
1232,1,1,4,3290,0
1233,6,2,9,16291,0
1234,21,5,33,28661,0
1235,15,5,38,27199,1
1236,20,5,35,29613,1
1237,7,3,44,22975,0
1238,28,5,46,44702,0
1239,29,4,24,49748,1
1240,11,4,16,21957,0
1241,0,0,4,608,0
1242,6,2,8,19840,1
1243,1,0,10,2488,0
1244,16,4,33,45654,1
1245,7,0,11,5513,0
1246,1,1,4,1107,0
1247,0,0,0,0,0
1248,3,0,6,4143,0
1249,6,2,22,52264,2
1250,12,3,17,26684,0
1251,12,4,23,29371,1
1252,9,4,35,54781,1
1253,10,2,15,16588,0
1254,4,0,5,3044,1
1255,38,6,64,181311,1
1256,17,5,29,39731,0
1257,63,9,90,208917,4
1258,4,2,5,5935,0
1259,25,3,13,22023,1
1260,26,6,69,114672,1
1261,25,10,11,70674,1
1262,0,0,0,48,0
1263,1,3,4,102252,0
1264,13,2,8,22531,1
1265,14,3,9,18392,0
1266,7,1,7,7199,1
1267,17,3,9,19479,1
1268,22,2,24,23359,0
1269,10,2,13,48719,0
1270,17,2,9,32039,1
1271,0,0,7,2166,0
1272,4,3,5,14730,0
1273,14,1,18,6884,0
1274,40,5,23,64793,1
1275,13,4,25,28839,0
1276,17,3,32,29442,0
1277,14,5,37,77565,2
1278,6,1,6,10311,1
1279,27,7,67,53647,0
1280,9,1,9,17716,0
1281,4,1,2,3513,0
1282,8,2,7,39340,1
1283,12,1,14,14476,0
1284,6,1,6,7390,0
1285,1,1,0,1363,0
1286,25,5,35,30540,2
1287,22,6,36,72723,2
1288,0,1,2,697,0
1289,10,2,21,19357,0
1290,13,4,19,18837,0
1291,9,2,17,13803,1
1292,44,5,56,126298,2
1293,38,2,29,46576,2
1294,8,1,26,9861,0
1295,11,2,22,27423,0
1296,9,2,11,27702,0
1297,4,1,13,6915,0
1298,1,0,4,3987,0
1299,8,2,16,10822,0
1300,23,6,44,48624,0
1301,6,2,13,6603,0
1302,14,3,22,29365,0
1303,3,1,4,79983,0
1304,10,2,19,58451,1
1305,22,2,28,12994,1
1306,1,0,10,2505,0
1307,4,1,7,4578,0
1308,1,0,4,4103,1
1309,11,1,6,19725,0
1310,18,3,16,83725,0
1311,4,4,13,9103,1
1312,8,3,13,33212,1
1313,10,3,20,13363,0
1314,17,6,40,32554,1
1315,34,6,58,146526,1
1316,0,0,5,2193,1
1317,23,6,18,65273,1
1318,0,0,0,729,0
1319,36,10,61,236339,4
1320,13,2,4,14783,1
1321,17,3,11,30319,0
1322,6,1,8,7904,1
1323,19,4,18,25827,1
1324,40,5,64,52278,1
1325,0,0,0,274,0
1326,2,0,8,2088,0
1327,13,1,20,40810,1
1328,16,4,21,39672,2
1329,5,3,15,22572,1
1330,25,5,21,55535,1
1331,15,5,21,89763,1
1332,19,6,29,62648,1
1333,4,0,4,2322,0
1334,12,4,34,67799,1
1335,4,2,7,8863,0
1336,11,3,24,19734,0
1337,14,3,24,26897,0
1338,35,6,58,125357,2
1339,0,0,1,5511,0
1340,18,6,17,46026,1
1341,19,2,10,21093,2
1342,8,2,13,14609,1
1343,4,1,2,3357,0
1344,5,1,7,94530,0
1345,11,2,9,10311,0
1346,1,0,0,1180,0
1347,14,5,21,26521,1
1348,36,4,14,35912,2
1349,6,2,14,10752,0
1350,1,2,25,17111,0
1351,0,0,4,20380,0
1352,3,1,1,4284,0
1353,6,1,10,13029,1
1354,24,4,27,24618,1
1355,0,0,1,610,0
1356,31,4,30,56304,1
1357,16,2,13,27439,1
1358,7,1,4,21142,0
1359,10,5,35,59137,3
1360,3,1,6,7057,0
1361,30,5,16,39082,2
1362,2,0,4,1007,0
1363,4,4,9,103699,0
1364,0,0,6,982,0
1365,0,0,2,1386,0
1366,19,6,19,51187,2
1367,14,4,16,52457,1
1368,2,1,3,11506,0
1369,57,9,71,232239,2
1370,19,8,44,57909,1
1371,54,6,37,135138,1
1372,15,4,28,31927,0
1373,34,4,40,27285,2
1374,18,5,16,41174,1
1375,1,0,1,6578,0
1376,13,5,47,38775,0
1377,4,0,8,14912,1
1378,0,0,0,0,0
1379,13,3,23,63235,2
1380,1,0,6,1492,0
1381,20,4,13,23406,1
1382,61,11,92,289260,5
1383,18,5,24,43140,2
1384,18,2,15,28849,2
1385,3,1,5,80025,0
1386,3,0,5,6103,0
1387,14,7,36,58850,1
1388,9,3,6,12332,1
1389,30,6,47,40018,2
1390,8,4,36,34809,1
1391,1,1,0,1219,0
1392,34,3,26,47015,2
1393,26,4,56,60643,0
1394,22,3,35,27956,0
1395,29,4,37,42112,1
1396,3,0,5,5953,0
1397,27,5,30,48277,2
1398,1,4,2,101871,0
1399,9,2,16,17980,0
1400,8,1,13,14952,0
1401,22,4,35,29273,0
1402,7,1,9,9167,1
1403,14,2,21,12025,1
1404,17,6,23,55873,0
1405,20,4,36,47860,1
1406,1,0,0,2503,1
1407,4,0,4,1590,0
1408,5,2,6,13700,0
1409,18,3,13,31151,2
1410,10,3,14,31836,1
1411,54,8,53,63512,2
1412,14,4,19,20170,1
1413,10,2,22,16379,0
1414,6,1,11,4597,0
1415,50,9,42,92245,1
1416,4,0,6,32026,1
1417,3,1,15,29709,1
1418,0,0,2,1279,0
1419,11,6,23,35042,1
1420,23,3,12,37574,2
1421,21,5,50,38527,0
1422,21,8,31,68796,3
1423,21,8,32,72215,3
1424,1,0,4,647,0
1425,0,0,0,2,0
1426,3,0,5,6102,0
1427,3,1,8,34691,0
1428,8,2,11,7423,0
1429,24,4,28,47814,1
1430,4,0,7,1982,0
1431,23,3,29,34648,0
1432,14,5,8,58655,0
1433,1,0,3,773,0
1434,1,0,7,2019,0
1435,6,2,25,52515,2
1436,12,2,16,7400,0
1437,17,2,22,14953,1
1438,1,0,2,13633,0
1439,9,2,10,28604,1
1440,17,6,17,36258,1
1441,14,9,39,52488,1
1442,44,3,46,116272,2
1443,23,5,28,35790,1
1444,2,2,0,23071,0
1445,5,5,3,126517,0
1446,10,2,9,8441,0
1447,19,3,17,19997,1
1448,14,5,9,31758,2
1449,2,1,13,7876,0
1450,0,0,1,394,0
1451,33,7,43,45065,2
1452,61,8,70,202488,2
1453,0,0,5,1765,0
1454,19,3,14,27826,1
1455,8,0,10,4807,0
1456,5,2,2,77659,0
1457,1,0,3,734,0
1458,24,5,39,36464,0
1459,17,2,24,20283,0
1460,5,1,6,39343,1
1461,0,0,1,187,0
1462,0,0,3,522,0
1463,6,1,6,6097,1
1464,19,6,57,71286,1
1465,20,7,28,67236,3
1466,6,1,6,3156,0
1467,15,5,23,21756,1
1468,5,1,2,5490,0
1469,14,4,65,63043,1
1470,3,0,5,3554,0
1471,4,0,4,14304,0
1472,4,2,10,13183,0
1473,12,3,10,13314,1
1474,4,0,1,4489,0
1475,13,6,23,43702,2
1476,0,0,0,579,0
1477,9,3,25,57985,2
1478,8,2,9,17625,2
1479,1,1,11,5748,0
1480,0,0,0,190,0
1481,16,3,45,155547,1
1482,4,0,1,5043,0
1483,0,0,1,56,0
1484,33,4,16,35481,2
1485,28,5,46,59867,1
1486,13,4,61,40446,1
1487,1,2,8,4408,1
1488,15,5,35,80866,3
1489,11,2,6,35837,0
1490,2,0,1,2371,1
1491,4,0,3,6490,0
1492,15,2,20,12500,1
1493,2,0,4,5420,1
1494,5,3,13,12564,0
1495,1,0,1,1914,0
1496,66,7,60,136620,2
1497,5,3,7,37284,1
1498,0,0,1,61,0
1499,20,8,34,72276,1
1500,15,2,25,16601,1
1501,34,5,27,41674,1
1502,8,2,15,13261,0
1503,17,3,12,34045,0
1504,0,0,3,875,0
1505,13,2,29,40249,1
1506,30,5,18,40640,2
1507,15,1,26,11435,0
1508,5,2,4,31355,0
1509,5,2,11,8244,0
1510,47,6,68,90229,1
1511,15,1,17,16781,1
1512,18,3,24,21857,1
1513,3,0,5,12764,0
1514,6,1,11,5509,0
1515,24,6,18,82226,1
1516,0,0,6,884,0
1517,4,0,4,2977,1
1518,10,3,10,11405,0
1519,33,9,31,79595,2
1520,5,0,4,3433,1
1521,15,2,27,25350,0
1522,9,2,11,14057,0
1523,7,1,4,22640,1
1524,68,5,64,139625,2
1525,18,4,22,25363,1
1526,4,1,7,82285,0
1527,0,0,1,2279,0
1528,19,2,7,28705,1
1529,12,4,23,29503,1
1530,18,5,27,41627,1
1531,6,1,10,8080,1
1532,0,0,5,688,0
1533,1,1,0,1360,0
1534,0,0,2,109,0
1535,4,1,4,7301,1
1536,3,1,10,6905,0
1537,0,0,5,658,0
1538,11,4,28,19003,0
1539,1,0,3,560,0
1540,8,2,13,7574,0
1541,5,1,9,49846,2
1542,8,2,5,11695,0
1543,10,2,13,13245,1
1544,6,0,12,5699,0
1545,2,2,0,32801,0
1546,15,2,14,24295,1
1547,23,4,44,53449,1
1548,36,4,18,32913,1
1549,14,4,15,28974,2
1550,11,2,15,18870,0
1551,11,2,8,15407,1
1552,17,2,25,16005,1
1553,1,0,3,1203,0
1554,0,0,2,703,0
1555,2,4,2,49861,0
1556,4,0,8,2521,0
1557,0,0,6,917,0
1558,4,0,5,2299,0
1559,24,4,21,46359,1
1560,0,0,0,5829,0
1561,16,1,24,10607,0
1562,18,2,24,22890,1
1563,0,0,2,708,0
1564,9,2,17,15013,1
1565,17,3,21,39072,1
1566,0,0,0,195,0
1567,5,1,20,37962,2
1568,2,0,4,1158,0
1569,8,2,7,22019,1
1570,7,3,18,17772,1
1571,10,3,14,15857,0
1572,2,0,0,2069,0
1573,6,2,14,17097,0
1574,2,0,1,2312,1
1575,0,1,3,1721,0
1576,16,4,23,12482,1
1577,11,3,21,17229,0
1578,7,1,7,6388,1
1579,5,0,6,3791,0
1580,33,8,82,71546,0
1581,15,5,10,34296,2
1582,13,6,12,27191,1
1583,40,9,48,90078,1
1584,11,2,14,14704,1
1585,26,5,16,29395,2
1586,0,0,2,631,0
1587,0,1,4,712,0
1588,11,2,10,13653,1
1589,10,2,16,17178,0
1590,19,5,31,46828,1
1591,0,0,9,1368,0
1592,0,0,0,128,0
1593,6,2,24,52334,2
1594,7,0,12,6584,1
1595,19,4,24,15232,1
1596,16,2,22,11511,0
1597,1,3,0,68836,0
1598,27,3,23,36789,1
1599,25,5,26,147488,1
1600,0,0,0,16,0
1601,10,7,26,42664,1
1602,11,2,14,13891,1
1603,18,4,33,22022,0
1604,9,3,28,59581,1
1605,11,2,16,10058,0
1606,9,3,17,41693,1
1607,3,0,1,4167,0
1608,22,3,35,43323,0
1609,11,2,16,10066,0
1610,0,0,0,1838,0
1611,16,3,12,20525,1
1612,3,1,4,8796,0
1613,13,2,15,31891,0
1614,1,0,10,2505,0
1615,17,3,9,19616,1
1616,12,4,12,22125,0
1617,12,5,39,64494,3
1618,32,4,46,152889,1
1619,4,2,7,8864,0
1620,21,5,34,29188,0
1621,15,4,30,29661,1
1622,18,3,18,20750,2
1623,38,5,53,177006,1
1624,8,2,9,12340,0
1625,15,4,13,37814,1
1626,16,2,19,17215,1
1627,4,2,4,3589,0
1628,59,3,48,126214,2
1629,44,5,25,135328,0
1630,14,3,21,25732,1
1631,11,3,7,34321,0
1632,2,1,3,10452,0
1633,25,6,31,40163,2
1634,0,0,0,46,0
1635,56,9,69,233040,2
1636,7,0,11,5505,0
1637,4,2,10,20121,0
1638,3,2,14,18435,0
1639,5,2,15,9492,0
1640,25,5,56,45937,0
1641,1,0,6,4240,1
1642,0,0,1,198,0
1643,3,0,4,2027,0
1644,13,3,13,17356,1
1645,3,5,3,130341,0
1646,1,0,1,2284,0
1647,8,2,10,8976,0
1648,13,2,17,22786,1
1649,49,9,82,199151,2
1650,11,3,16,17990,0
1651,27,5,32,31208,2
1652,4,0,5,39055,0
1653,61,8,73,208331,2
1654,18,4,13,25161,0
1655,24,6,23,63130,1
1656,6,0,11,4391,0
1657,11,0,13,10538,0
1658,15,4,18,11069,1
1659,6,1,3,5692,0
1660,8,1,5,12313,0
1661,1,0,10,2569,0
1662,22,4,13,42111,2
1663,3,0,5,28132,0
1664,0,0,6,2072,0
1665,6,1,18,7203,0
1666,0,0,7,2148,0
1667,1,0,10,2569,0
1668,12,3,23,24896,0
1669,9,5,21,54850,3
1670,23,6,34,36201,2
1671,2,0,4,1115,0
1672,39,3,36,53173,1
1673,16,6,38,31269,1
1674,3,2,17,9693,0
1675,2,1,2,1247,0
1676,35,7,61,50186,2
1677,2,1,8,3581,0
1678,6,2,7,3311,0
1679,4,0,8,3337,0
1680,18,3,31,80300,2
1681,5,0,1,2701,0
1682,17,2,8,13162,1
1683,12,4,17,47669,1
1684,8,1,6,4000,1
1685,33,5,26,40331,1
1686,4,1,11,5816,0
1687,5,5,3,126306,0
1688,6,1,6,4725,0
1689,0,0,2,13133,0
1690,18,2,12,33163,1
1691,0,0,1,371,0
1692,8,2,10,26581,1
1693,29,4,36,35254,2
1694,3,0,2,5385,0
1695,1,0,0,2281,1
1696,4,0,6,14548,0
1697,20,5,16,29108,1
1698,0,0,0,0,0
1699,7,2,5,118620,0
1700,23,5,37,19158,1
1701,66,8,79,220848,2
1702,7,2,10,16460,0
1703,10,3,19,60153,2
1704,0,0,0,5158,0
1705,5,2,8,34355,1
1706,3,0,5,2966,0
1707,11,3,15,17832,0
1708,10,2,9,16108,2
1709,18,3,18,83871,0
1710,8,2,7,9563,0
1711,8,3,16,19390,0
1712,12,1,11,28156,1
1713,22,5,43,36678,0
1714,6,0,12,5851,0
1715,19,6,26,27135,2
1716,22,5,37,45505,1
1717,20,5,38,29482,0
1718,10,4,20,21406,1
1719,4,1,6,6635,0
1720,16,3,12,29582,1
1721,8,1,3,13574,0
1722,1,0,6,1193,0
1723,4,0,1,9415,0
1724,5,1,13,5189,0
1725,1,0,1,461,0
1726,4,3,25,37427,2
1727,0,0,0,66,0
1728,11,2,7,5856,0
1729,8,2,12,14190,0
1730,14,2,19,12123,1
1731,2,1,9,5258,0
1732,3,1,6,9521,1
1733,1,0,2,5698,0
1734,8,1,6,15537,0
1735,40,5,63,48476,1
1736,9,2,8,14501,1
1737,4,1,5,3913,0
1738,0,0,4,21638,0
1739,13,2,8,22060,1
1740,0,0,0,346,0
1741,2,1,5,2137,0
1742,4,1,7,3313,0
1743,0,0,2,828,0
1744,8,3,11,25917,1
1745,12,2,15,7162,0
1746,29,2,34,22981,2
1747,0,0,0,0,0
1748,10,2,16,19016,0
1749,19,4,18,27669,1
1750,8,3,16,8841,0
1751,11,3,5,36286,0
1752,9,2,16,53067,2
1753,2,0,1,2284,1
1754,5,2,11,7625,0
1755,0,0,0,0,0
1756,0,0,0,19,0
1757,14,4,23,21974,1
1758,7,2,19,13365,0
1759,0,0,4,754,1
1760,2,1,2,4586,0
1761,11,0,11,31235,0
1762,8,2,9,9899,0
1763,1,1,6,3759,1
1764,46,4,40,48716,2
1765,7,1,4,5006,1
1766,1,1,7,5186,0
1767,5,0,4,15795,0
1768,38,5,17,60940,1
1769,4,2,7,8991,0
1770,0,0,1,3906,0
1771,4,1,6,76921,0
1772,29,3,25,71680,1
1773,2,1,7,2329,0
1774,11,3,19,17950,1
1775,14,5,21,57199,2
1776,16,3,21,19934,0
1777,6,1,10,14415,1
1778,8,2,9,12669,0
1779,28,3,47,152706,1
1780,32,6,20,39306,2
1781,9,1,9,7294,0
1782,22,2,35,38581,0
1783,6,2,11,7028,0
1784,36,6,60,55095,1
1785,6,2,7,37786,1
1786,17,4,23,19643,1
1787,13,4,20,30090,2
1788,13,4,17,25993,1
1789,10,3,15,13399,0
1790,32,4,41,25841,2
1791,2,3,10,4745,1
1792,2,1,15,8448,0
1793,0,1,2,860,0
1794,1,0,1,368,0
1795,2,0,5,3007,0
1796,16,4,31,32603,0
1797,22,4,10,55140,0
1798,8,1,8,16103,0
1799,4,2,7,9896,1
1800,5,0,8,2722,0
1801,3,1,9,3837,0
1802,16,4,35,31414,0
1803,5,2,19,15218,2
1804,18,7,27,61439,3
1805,11,1,8,6457,0
1806,48,7,70,220460,1
1807,0,0,0,437,0
1808,8,0,12,6902,1
1809,0,0,2,671,0
1810,3,1,0,27394,0
1811,4,1,8,4787,0
1812,19,3,25,35765,1
1813,4,2,18,34464,0
1814,16,2,22,11511,0
1815,8,2,13,12611,0
1816,22,5,24,45157,2
1817,29,5,16,36391,2
1818,19,6,33,36333,1
1819,5,1,2,5600,0
1820,51,4,50,124740,2
1821,10,2,14,12589,1
1822,1,0,3,798,0
1823,2,1,2,2262,0
1824,7,1,5,6939,1
1825,29,3,16,26175,1
1826,12,3,28,75801,2
1827,14,1,21,9103,0
1828,4,2,8,3814,0
1829,1,3,2,68167,0
1830,38,6,16,41170,2
1831,0,0,0,8,0
1832,2,1,7,3392,0
1833,9,3,29,18060,0
1834,0,0,0,208,0
1835,10,4,18,32994,1
1836,5,1,11,11922,1
1837,17,5,34,47241,1
1838,0,0,2,831,0
1839,3,0,2,1360,0
1840,4,1,10,5709,0
1841,0,0,4,1738,0
1842,4,0,4,2976,1
1843,27,5,39,37048,1
1844,25,3,15,47152,2
1845,39,5,66,54513,2
1846,27,6,38,47649,1
1847,13,4,26,27300,0
1848,2,1,8,3897,0
1849,20,4,36,86016,2
1850,3,1,1,2071,0
1851,12,5,7,46503,0
1852,0,1,1,1480,0
1853,0,0,0,1129,0
1854,0,0,1,573,0
1855,14,1,18,16239,0
1856,51,6,69,202221,2
1857,10,4,17,33125,1
1858,4,3,4,21181,1
1859,21,5,35,31430,0
1860,4,1,6,4932,0
1861,9,4,17,26304,1
1862,13,5,62,49471,1
1863,44,6,60,188842,1
1864,3,1,3,10125,1
1865,23,3,10,36456,2
1866,21,3,12,33944,2
1867,6,1,8,11498,0
1868,4,2,3,9004,0
1869,21,5,26,42647,1
1870,23,10,11,91684,0
1871,7,0,12,5915,0
1872,14,4,27,28416,1
1873,3,1,10,4924,0
1874,31,5,20,36308,1
1875,4,0,2,2281,0
1876,8,1,9,6630,0
1877,7,3,16,39028,2
1878,0,0,0,0,0
1879,11,3,10,27245,0
1880,2,0,1,761,0
1881,48,7,66,223491,1
1882,6,2,5,22840,0
1883,6,4,4,21569,1
1884,0,0,0,617,0
1885,9,1,13,8672,1
1886,19,6,19,50536,1
1887,6,2,12,10051,0
1888,0,2,0,15935,0
1889,18,2,9,29005,1
1890,14,5,33,46763,1
1891,13,4,20,22248,1
1892,6,4,7,21762,1
1893,11,5,43,129785,3
1894,5,0,4,2065,0
1895,21,4,26,38117,1
1896,5,0,8,30338,1
1897,17,3,14,27602,1
1898,4,0,8,2595,0
1899,5,1,4,45218,0
1900,25,3,31,156727,2
1901,9,3,34,64044,1
1902,3,1,12,13872,1
1903,0,0,0,0,0
1904,6,3,7,18941,1
1905,30,5,50,46579,0
1906,4,2,6,8806,0
1907,1,0,5,4091,1
1908,4,2,11,9523,0
1909,2,1,3,2154,0
1910,18,3,25,139390,1
1911,18,2,12,31161,1
1912,7,3,32,57721,1
1913,10,5,7,60090,0
1914,24,8,54,117925,5
1915,36,6,58,202167,3
1916,0,0,0,1487,0
1917,12,4,12,22499,0
1918,2,2,6,67764,0
1919,13,2,26,22849,1
1920,8,2,10,8875,0
1921,6,3,20,16390,1
1922,11,2,16,39692,1
1923,1,3,3,75745,0
1924,14,4,20,21501,1
1925,1,0,3,999,0
1926,8,3,11,23294,1
1927,9,1,9,17704,0
1928,0,0,0,987,0
1929,43,5,38,58607,2
1930,1,0,1,371,0
1931,0,0,2,230,0
1932,6,3,13,16822,1
1933,27,10,57,177062,3
1934,21,5,54,40077,0
1935,8,3,12,13828,0
1936,20,3,32,34079,0
1937,1,0,0,2450,1
1938,1,0,5,15849,0
1939,5,2,6,12480,1
1940,7,3,43,20355,0
1941,0,1,2,808,0
1942,0,0,0,0,0
1943,16,3,11,25121,1
1944,17,7,25,61975,3
1945,6,1,11,6935,0
1946,4,1,7,8174,1
1947,10,3,13,16343,0
1948,3,2,0,32480,0
1949,20,6,27,31070,2
1950,35,5,11,34532,2
1951,1,0,10,2488,0
1952,10,1,11,8819,1
1953,0,0,0,1,0
1954,3,1,9,6233,0
1955,2,1,8,3474,0
1956,2,1,8,3677,0
1957,6,2,14,7999,0
1958,57,8,48,186291,1
1959,26,5,39,34206,2
1960,79,10,77,222578,2
1961,1,0,1,673,0
1962,5,2,5,20673,0
1963,11,4,28,18338,0
1964,19,8,27,66991,3
1965,4,2,3,11480,0
1966,0,0,2,516,0
1967,6,2,11,6471,0
1968,10,3,17,25950,1
1969,8,2,15,12452,0
1970,1,0,2,1818,0
1971,0,0,1,23,0
1972,12,1,14,17471,1
1973,12,2,9,12682,1
1974,11,3,27,28765,1
1975,13,5,34,62272,4
1976,19,3,25,35765,1
1977,1,0,3,1757,0
1978,55,7,53,191325,1
1979,0,0,0,0,0
1980,8,4,38,57056,2
1981,9,3,23,17720,0
1982,51,8,56,103521,1
1983,2,0,3,3739,0
1984,31,3,16,27483,1
1985,14,1,18,6881,0
1986,0,0,1,485,0
1987,2,1,4,6213,0
1988,2,0,3,4905,0
1989,29,6,21,77546,1
1990,0,0,0,116,0
1991,35,8,69,56411,1
1992,13,8,30,49911,1
1993,46,5,29,88543,1
1994,12,2,10,18933,1
1995,5,1,6,10435,1
1996,3,0,6,7271,1
1997,2,1,1,2894,0
1998,13,3,24,35418,1
1999,1,0,0,2180,0
2000,0,0,2,191,0
2001,69,9,70,213908,2
2002,1,0,3,622,0
2003,14,2,22,58055,2
2004,4,1,7,6479,1
2005,18,3,10,29874,2
2006,11,2,6,34005,0
2007,1,0,3,817,0
2008,4,0,2,1494,0
2009,11,1,14,9625,1
2010,3,1,5,11007,0
2011,4,2,8,15430,0
2012,1,0,2,693,0
2013,29,5,50,45602,1
2014,1,0,3,699,0
2015,5,2,10,22466,1
2016,20,2,26,24743,1
2017,16,4,19,24001,1
2018,19,3,25,25418,0
2019,1,4,3,120282,0
2020,9,2,13,11495,0
2021,21,4,29,19276,1
2022,10,1,6,12104,1
2023,0,0,0,6,0
2024,8,1,8,15549,0
2025,29,5,57,67417,1
2026,11,4,21,59713,2
2027,0,0,2,617,0
2028,25,4,48,59737,2
2029,10,3,19,59887,2
2030,1,0,3,957,0
2031,3,0,0,1807,0
2032,33,2,11,27209,2
2033,1,0,7,1580,0
2034,0,1,1,446,0
2035,32,10,40,88940,4
2036,25,3,13,43708,2
2037,7,2,21,53940,1
2038,42,6,53,173156,1
2039,34,8,46,44104,2
2040,24,4,57,49875,0
2041,19,6,38,34116,1
2042,18,4,23,13549,1
2043,25,5,33,31480,2
2044,17,2,8,30597,1
2045,4,1,5,82705,0
2046,5,1,9,7126,1
2047,19,6,57,71316,1
2048,3,1,5,6499,1
2049,8,3,16,8842,0
2050,25,4,51,54423,0
2051,25,7,55,113404,4
2052,1,1,3,6484,0
2053,12,3,20,61705,2
2054,8,1,15,6698,0
2055,29,3,12,24152,1
2056,20,8,48,163495,3
2057,7,3,7,18785,1
2058,28,3,12,24261,1
2059,46,5,74,59473,2
2060,13,2,18,9232,0
2061,11,2,14,22083,0
2062,25,4,35,19761,2
2063,50,4,55,53190,3
2064,11,3,8,10454,0
2065,31,4,39,41838,2
2066,0,0,1,676,0
2067,27,7,63,61730,0
2068,15,4,12,17120,1
2069,12,3,10,25005,1
2070,21,1,22,29132,0
2071,29,6,47,41580,1
2072,5,0,1,1878,0
2073,2,1,3,2137,0
2074,7,1,15,5312,0
2075,11,6,21,30774,1
2076,21,5,44,40074,0
